,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
23191,23675,3,0,3,0,1,Yo fuck firestone for that commercial givin bitches ideas to run over guy's video games. I'd cut a bitch over that.
23192,23676,3,0,3,0,1,Yo fuck the pats they are still bitches
23193,23677,3,0,3,0,1,Yo hoe is like a tick so she hunting for a blood
23194,23678,3,0,3,0,1,"Yo homegirl fat and got a mustache, no need to ""yass bitch &#128525;&#128525;"" that"
23195,23679,3,0,0,3,2,Yo if you get like over 25 of flappy bird you need to do some self evaluation because you probably have no life
23196,23680,3,0,3,0,1,Yo main bitch that's my side hoe !
23197,23681,3,1,2,0,1,Yo own homegirls sayin you a bum bitch #Ooooostopflexingforigandtwitter
23198,23682,3,0,3,0,1,Yo pussy ain't shit unless you had some @MagicJohnson in it
23199,23683,3,0,3,0,1,Yo pussy ain't shit unless you had some jake from state farm in it
23200,23684,3,0,3,0,1,Yo pussy been through it for the 9 scrapehouse visits. .
23201,23685,6,0,6,0,1,Yo pussy overrated
23202,23686,3,0,3,0,1,Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob
23203,23687,3,0,3,0,1,Yo that teacher in Baltimore wasn't bullshitin with that bitch lmao
23204,23688,3,1,2,0,1,Yo this niggah catch every tweet lls oh my goodness
23205,23689,3,0,3,0,1,Yo. ... this bitch in Macy's tried to run out the store with a gaggle of clothes and got caught
23206,23690,3,0,3,0,1,Yoga has been around for ages and these bitches just now figuring it out
23207,23691,3,0,3,0,1,Yoh brownie had me fukd up high last night
23208,23692,3,2,1,0,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
23209,23693,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
23210,23694,3,0,0,3,2,You NEED an iPhone to use their stupid watch? Apple is just grabbing people ankles and shaking the money out of rubes pockets.
23211,23695,3,0,3,0,1,You a basic ass bitch #realtalk
23212,23696,3,0,3,0,1,You a bitch
23213,23697,6,2,4,0,1,You a dike cause yo man a pussy.
23214,23698,3,1,2,0,1,You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.
23215,23699,6,0,6,0,1,You a hoe and errbody know
23216,23700,3,0,2,1,1,You a hoe for not having deals on fried chicken @groupon
23217,23701,3,0,3,0,1,You a hoe if u eat candy corn
23218,23702,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
23219,23703,3,1,2,0,1,"You a hoe if you ever ""fstow"" after midnight"
23220,23704,3,1,2,0,1,You a hoe if you like gettin drunk
23221,23705,3,0,3,0,1,You a hoe if you take a taxi to the club
23222,23706,3,0,3,0,1,You a hoe.
23223,23707,3,3,0,0,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
23224,23708,3,0,3,0,1,You a pussy dawg @Pipe_Tyson
23225,23709,3,1,2,0,1,You a pussy hoe until you give me pussy hoe
23226,23710,3,2,1,0,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
23227,23711,3,1,2,0,1,You a shoulda coulda woulda ass niggah Ima wish a niggah would ona hood ass niggah
23228,23712,3,0,3,0,1,You a stupid hoe
23229,23713,3,0,2,1,1,You a world class hoe
23230,23714,3,0,3,0,1,"You ain't got no job, no diploma, no money, bitch at your parents when they don't give you money for weed, yet We need to act like adults??"
23231,23715,3,0,3,0,1,You ain't my bitch so lil bitch why you bitchin
23232,23716,3,0,3,0,1,You ain't my bitch so lil bitch why you bitchin?
23233,23717,3,0,3,0,1,You ain't my main bitch so why the FUCC do you care !!!???
23234,23718,3,0,3,0,1,You ain't nothin but a piece of cheese with out the corners in other words you ain't never gone be a slice bitch &#128514;&#128514;&#128514;
23235,23719,3,0,3,0,1,You ain't squad lil bitch
23236,23720,3,0,3,0,1,You ain't trynna fuc ? Get ya shoes hoe
23237,23721,3,0,1,2,2,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them"
23238,23722,3,0,0,3,2,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf"
23239,23723,3,0,3,0,1,You always find something to bitch about.
23240,23724,3,0,3,0,1,You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget
23241,23725,3,0,3,0,1,You and that BBW shit can get TF off this planet. Take these stud hoes with you too.
23242,23726,3,0,3,0,1,You and yuh bitch ass ull get smacked quick
23243,23727,3,1,2,0,1,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf."
23244,23728,3,0,3,0,1,You are a bitch.
23245,23729,3,0,3,0,1,You are a bitch. #CallEmLikeISeeEm
23246,23730,3,3,0,0,0,You are a jiggaboo...!
23247,23731,3,0,2,1,1,You are beyond retarded
23248,23732,3,0,3,0,1,You are so fake &amp; I'm going to put you on blast bitch.
23249,23733,3,0,3,0,1,You arguin bout a bitch and she a god damn slutttt
23250,23734,3,0,3,0,1,You ask me about 2014? I'mma make dat bitch my bitch!!
23251,23735,3,0,3,0,1,You at the club EVERY week bitch get a life
23252,23736,3,0,3,0,1,You been the side hoe &#128514;&#128514;&#128514;&#128128;&#128128;&#128074;
23253,23737,3,0,3,0,1,You better pray to god I don't like yo bitch cause we might catch eyes and she might get hit
23254,23738,3,0,3,0,1,You better watch your hoe she fuckin everybody
23255,23739,3,0,3,0,1,You better work bitch
23256,23740,3,0,3,0,1,You bitch hole you never text me back.... Can you guess who this is... &#8212; Haha i never text anyone back my bad http://t.co/f4CsTdQGEc
23257,23741,3,0,3,0,1,You bitch like to text emojis
23258,23742,3,0,3,0,1,You bitches all got that one friend who wear the same fit to every other function and it don't even be that clean&#128514;
23259,23743,3,0,3,0,1,You bitches are crazy
23260,23744,3,0,3,0,1,You bitches can't relate to me. So stop.
23261,23745,3,0,3,0,1,You bitches got me all the way fucked up idc how many pineapples y'all eat your pussy still gon taste the same so give that shit up please
23262,23746,3,0,3,0,1,You bitches make me sick
23263,23747,3,1,2,0,1,You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is
23264,23748,3,0,2,1,1,You bitches wearing leggings everyday are sick. I know y'all wore the same pair 3 days in a row you can't fool me
23265,23749,3,0,3,0,1,You bitter bitches need a life..!
23266,23750,6,0,6,0,1,"You boil my blood, just how spoilt and how much ae an arrogant bitch you are. If u try to show off I'll flip nd most likely go nuts #ohwell"
23267,23751,3,0,3,0,1,You can ask if I fucked a bitch but can't ask how my Father's Day was?!! ... These hoes be outta line!
23268,23752,3,0,2,1,1,You can be a hoe in love
23269,23753,6,1,5,0,1,You can buy a bitch erything in the world I bet she still find something to complain about
23270,23754,3,0,3,0,1,You can buy bitches/ho's etc tho
23271,23755,3,0,3,0,1,You can buy my fucking life and you've never even broken a sweat stop crying bitch @KylieJenner http://t.co/cipWztVnUo
23272,23756,3,0,3,0,1,"You can call me a bitch, OK! But a the thief get out of here. Smdh"
23273,23757,3,0,3,0,1,You can expect me to be a total bitch towards you now yet again.
23274,23758,3,0,1,2,2,"You can only say the word negro if it's attached to the word league. Then we're totally cool, guys."
23275,23759,6,0,6,0,1,"You can say I'm just a fool, that stands for nothing. Well, to that, I say you're a cunt http://t.co/UA5gs1jaLF"
23276,23760,3,0,3,0,1,You can't be mad when people call you a hoe if you out here acting like one
23277,23761,3,0,3,0,1,You can't blame me for the bitches I attract.. Y'all say ima asshole when I talk about hoes... but that's kinda what I be having.
23278,23762,3,1,2,0,1,You can't call a bitch a bitch if you're a bitch
23279,23764,3,0,3,0,1,You can't owe me shit I don't trust niccas!
23280,23765,3,2,1,0,0,You can't owe me shit ion trust niccas
23281,23766,3,1,2,0,1,You can't play me for a fool my niggah
23282,23767,3,0,3,0,1,You can't put anything past a New York bitch. Or a Detroit bitch. Or a Chicago bitch.
23283,23768,3,0,3,0,1,You can't put the pussy on a pedestal
23284,23769,3,0,3,0,1,You can't spell Patrick without trick so trick or treat bitch
23285,23770,6,0,6,0,1,You can't treat these hoes like ladies
23286,23771,3,0,3,0,1,You can't trust no chick that got a pet cat b those bitches be mad sneaky
23287,23772,3,0,3,0,1,You cant tell these bitches nothing... they belong to the city
23288,23773,3,0,0,3,2,You could be viewing the future through rose-colored glasses t... More for Libra http://t.co/UOoN09K1Dq
23289,23774,3,0,3,0,1,"You could fuck my bitch , lemme fuck yo bitch &#128514;&#128514;&#128514;&#128514; &#128175;"
23290,23775,3,1,2,0,1,"You da bess, you deserve a crown bitch!"
23291,23776,3,0,2,1,1,You do something different you turn out a hoe
23292,23777,3,1,2,0,1,You don't HAVE to say it. You showed yaself. RT @UptownRaised: Bitch nobody said I did now shut the fuck up that fat made you retarded @VofD
23293,23778,3,0,2,1,1,"You don't know me, but I'm your bra. RT @HuffingtonPost: Doobie Brothers member Michael McDonald says he'll ""come out as a tranny"""
23294,23779,3,0,3,0,1,You done with that clown bitch or ...?
23295,23780,3,0,2,1,1,You drink light beer? Hahahahahahahahahahaha what a pussy!
23296,23781,3,0,3,0,1,You dumb bitch you think I work for free!
23297,23782,3,0,3,0,1,You estupid bitch I don't like you &#128074; how hard is it to understand
23298,23783,3,0,3,0,1,"You ever dream about fucking a chick, fuck her in real life then the pussy was better in the dream?"
23299,23784,3,0,3,0,1,"You ever had a piece of pussy man, that be on your mind like money?"
23300,23785,6,0,6,0,1,You ever have sex with a pharaoh. I put that pussy in a sarcophagus
23301,23786,3,0,2,1,1,"You ever randomly woke up and ya bitch standing over you, just staring."
23302,23787,3,0,3,0,1,"You ever see bitches comment on a vine like ""oh my god, that's me!"" Knowin damn well she would neva do some shit like that lmfaaoo"
23303,23788,3,1,2,0,1,You ever seen a fine Eskimo bitch?I'm in google images looking them up now.
23304,23789,3,1,2,0,1,You fags hyped that shit up so much and I listen to it... Everything is GARBAGE
23305,23790,3,0,3,0,1,You fat hoes need to exercise and diet
23306,23791,3,0,3,0,1,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
23307,23792,3,0,3,0,1,"You fuck up , I try to be nice. I fuck up , you go ape shit and stay mad. Wtf haha"
23308,23793,3,2,0,1,0,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"
23309,23794,6,0,6,0,1,"You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
23310,23795,6,1,5,0,1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
23311,23796,3,0,3,0,1,You girls needa stop with the edits. Damn near got catfished a week or two ago and the bitch keeps findin her way back&#128530;&#128548;&#128165;&#128299;&#128553;
23312,23797,3,0,3,0,1,You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE
23313,23798,3,0,3,0,1,You got 15k followers n the same bed sheets from last month .. These bitches be confrused ( @YoGottiKOM ) voice
23314,23799,3,0,3,0,1,"You got dykes, I got the Vic's"
23315,23800,3,0,3,0,1,You got hoes really out there titty twerkin &#128584;&#128584;&#128584; https://t.co/1Cc7GU4e7O
23316,23801,3,2,1,0,0,You got me faggot
23317,23802,3,1,2,0,1,You got my name In your mouth but I got your bitch on my dick &#128586;
23318,23803,6,1,5,0,1,You got niggas and I got bitches
23319,23804,3,0,3,0,1,"You got niggas and I got bitches.
PARTYNEXTDOOR ain't never lied."
23320,23806,3,0,3,0,1,You got that pussy nigga disease ain't no curing ya
23321,23807,6,0,6,0,1,You got to be a bad bitch for me trip
23322,23808,3,0,3,0,1,You got wild bitches tellin you liessss
23323,23809,3,0,3,0,1,You gotta block dumb hoes
23324,23810,3,1,2,0,1,You guys are all faggots.
23325,23811,3,2,1,0,0,You hate football your a faggot
23326,23812,3,3,0,0,0,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
23327,23813,3,0,3,0,1,You have no friends BC nobody wants to be guilty by association #hoe
23328,23814,3,0,3,0,1,You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz
23329,23815,6,1,5,0,1,You hoes ain't got no real friends cause the shit I be seeing boyyyyyyyy&#128563;&#128563;&#128563;&#128563;&#128563; my friends ah burry me 6 ft under oml if I'm ever slipping
23330,23816,3,0,2,1,1,You hoes are in for a pleasant surprise &#128540;&#128527;
23331,23817,3,0,3,0,1,You hoes complain too much.
23332,23818,3,0,3,0,1,You hoes give me more and more reasons everyday to stay my ass single for another 2 years
23333,23819,3,0,3,0,1,"You hoes love sayin ""You think you cute huh"".. Naa, You do.."
23334,23820,6,0,6,0,1,You hoes steady coming for me &#128514;&#128514;&#128514;
23335,23821,3,0,3,0,1,You just a Twitter hoe
23336,23822,3,0,3,0,1,You just caught this bitch cheatin while you at work shes with some dude tryin to get off? FUCK slittin her throat CUT THIS BITCH'S HEAD OFF
23337,23823,6,2,4,0,1,You just her friend im the niggah she wanna fuck wit
23338,23824,3,1,2,0,1,You just salty you ugly and white RT @JayWiz614: @ItsNotHarold they all some hoes
23339,23825,3,0,3,0,1,"You just worried bout the bitches, I got one girl and she my girl no one else can hit it"
23340,23826,3,0,1,2,2,"You know I'm not big on the NFL, but I'm so sick of hearing all of this ""Black and yellow"" shit. LOL @ bandwagon fans and hell, GO PACKERS!"
23341,23827,3,0,3,0,1,You know a bitch is crazy when she smiles and she's upset!
23342,23828,3,0,3,0,1,You know a bitch mad when she throw her drink &#128514; now she got to find another nigga to buy her another one
23343,23829,3,0,3,0,1,"You know bitches be mad when they be like ""I'm my own #wcw&#128514;&#128514;"
23344,23830,3,0,3,0,1,You know how hard it is to find a good woman? But yo hoe ass being ungrateful and cheating on your good woman cuz what? Faggot shit.
23345,23831,3,0,3,0,1,You know how many hot bitches I own?
23346,23832,3,0,3,0,1,You know how these hoes be! http://t.co/EdHIfNsrfR
23347,23833,3,0,3,0,1,You know how these lil bitches &#128530;runn they mouth up in the streets &#128078;&#128080;
23348,23834,3,1,2,0,1,You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.
23349,23835,3,1,2,0,1,You know i stay on fuck a bitch shit but with a street nigga thats what you gonna get .
23350,23836,3,0,3,0,1,You know im not even gonna respond to that but I know the real you bitch!
23351,23837,3,0,3,0,1,You know people ghetto when they leave the plastic shit on their TVs
23352,23838,3,1,2,0,1,You know random niggaz and bitches wish the worst on eachother... Just look at their tweets.
23353,23839,3,0,3,0,1,You know the head good when it feel like she has a pussy stuffed down her throat
23354,23840,3,0,3,0,1,You know these hoes is no good when all the singers stop making love songs &#128514;&#128514;
23355,23841,3,0,3,0,1,You know these hoes wishy washy
23356,23842,3,0,3,0,1,You know these hoes wishy washy !
23357,23843,3,0,3,0,1,You know what fuck that bitch and you didnt react? girl it's me and you
23358,23844,3,2,1,0,0,You know what fuck you too bitch your such a little hoe! &gt;.&lt;
23359,23845,3,0,3,0,1,You know what im into nigga .. Money &amp; expensive bitches
23360,23846,3,0,3,0,1,"You know what, all you are doing is being a burden to me. A fuckin annoyance and I hate bitches like you"
23361,23847,3,0,3,0,1,You know why we call life a bitch? Cuz she don't use no lube or nothin when she stick her big ole cock up your ass and fuck you raw.
23362,23848,3,0,3,0,1,You know you a bitch ass so I don't need to say it.
23363,23849,3,0,0,3,2,"You know you are in the ghetto when you see streets named Martin Luther King Jr &amp; LittleJohn. 
#halp"
23364,23850,6,1,5,0,1,You know you kinda seem like a nasty bitch. &#128129;&#128139;
23365,23851,3,0,3,0,1,You know you married a hoe ass bitch when she let the nigga come over and let the nigga take ya porn DVDs.
23366,23852,3,0,3,0,1,You knows dat once you white bitches has da black cock on yo uptight white asshole you wants it again and again and again
23367,23853,3,2,1,0,0,You like them bitch niggas.
23368,23854,3,0,0,3,2,You like those? Honestly they tasted like the sole of my shoes RT @rllllytired: @ItsNotHarold that's a shame.
23369,23855,3,0,3,0,1,You like where the hell is yo bitch meanwhile yo bitch like where the hell is yo clique #ayeeeee
23370,23856,3,1,2,0,1,You lil stupid ass bitch I ain't fucking with you
23371,23857,3,1,2,0,1,You little dumb ass bitch I dont fuck with you!
23372,23858,3,0,3,0,1,You little stupid ass bitch I ain't fuckin witchu.
23373,23859,3,1,2,0,1,"You little stupid ass bitch, i aint fuckin with you!!!!!"
23374,23860,3,0,3,0,1,You little twats.
23375,23861,3,0,1,2,2,You losing 0-3 @sterling31 and that's what u trying to do? Stupid yardie
23376,23862,3,0,3,0,1,"You mad cuz I was in the van with yo bitch
With both hands on her tits"
23377,23863,3,0,3,0,1,"You mad cuz she fucking on ya enemy? She wins Cuz you letting that shit fuck with you. You can't control these hoes, why stress?"
